NOTA,NOTA_AÑO,NOTA_DURACION (min),NOTA_GENERO,NOTA_DIRECCION,NOTA_PROTAGONISTA,NOTA_PAIS,NOTA_VOTOS,AÑO_RANKING,DURACION_RANKING,GENERO_RANKING,DIRECCION_RANKING,PROTAGONISTA_RANKING,PAIS_RANKING,VOTOS_RANKING
7.6,6.45,6.43,6.69,7.6,6.7,6.4,7.6,1,1,9,7,3,2,6
7.3,6.62,6.55,6.47,7.3,7.3,6.73,7.3,4,2,6,6,5,4,5
6.4,6.42,6.41,6.46,6.3,6.35,6.46,6.4,1,1,6,2,2,3,2
6.3,6.56,6.41,6.47,6.3,6.3,6.75,6.3,3,1,6,2,1,4,1
7.2,6.89,6.51,6.63,6.65,6.71,6.48,7.2,8,1,8,3,3,3,5
7.2,6.42,6.48,6.69,7.2,6.39,6.48,7.2,1,1,9,6,2,3,5
6.1,6.44,6.53,6.63,6.1,6.1,6.48,6.3,1,1,8,1,1,3,1
6.2,6.61,6.68,6.63,7.06,6.7,6.48,6.2,4,2,8,5,3,3,1
6.5,6.44,6.43,6.69,6.8,6.7,6.48,6.5,1,1,9,4,3,3,2
6.2,6.46,6.42,6.69,6.1,6.52,6.4,6.2,1,1,9,1,2,2,1
6.0,6.42,6.43,6.69,6.1,6.7,6.48,6.0,1,1,9,1,3,3,0
5.9,6.6,6.43,6.36,5.95,5.95,6.56,5.9,4,1,5,0,0,3,0
6.2,6.4,6.54,6.63,6.94,6.3,6.68,6.17,0,1,8,4,1,4,1
7.7,6.61,6.69,6.75,6.3,6.48,6.48,7.7,4,2,9,2,2,3,7
6.5,6.57,6.43,6.63,6.53,6.43,6.48,6.28,3,1,8,3,2,3,1
6.3,6.4,6.42,6.63,6.3,6.3,6.48,6.37,0,1,8,2,1,3,2
6.6,6.49,6.5,6.42,6.6,6.6,6.72,6.6,2,1,5,3,3,4,2
6.1,6.53,6.62,6.63,6.1,6.1,6.4,6.15,2,2,8,1,1,2,1
6.7,6.44,6.47,6.69,6.7,6.47,6.43,6.7,1,1,9,3,2,2,3
5.8,6.45,6.48,6.69,5.85,6.47,6.48,6.35,1,1,9,0,2,3,2
7.5,6.87,6.47,6.63,7.35,7.09,6.72,7.5,8,1,8,6,4,4,6
6.9,6.42,6.4,6.47,7.05,6.52,6.6,6.9,1,1,6,5,2,3,4
6.5,6.4,6.4,6.63,6.5,6.5,6.4,6.5,0,1,8,3,2,2,2
6.2,6.4,6.4,6.63,6.2,6.05,6.4,6.5,0,1,8,1,0,2,2
7.0,6.61,6.54,6.63,7.18,6.54,6.78,7.0,4,1,8,6,2,4,4
7.2,6.72,6.53,6.63,7.14,7.2,7.23,7.2,5,1,8,5,5,7,5
6.7,6.75,6.56,6.63,6.72,6.7,6.4,6.7,6,2,8,4,3,2,3
6.0,6.59,6.51,6.36,6.0,6.3,6.56,6.45,3,1,5,0,1,3,2
7.9,6.75,6.43,6.68,7.9,7.9,7.74,6.63,6,1,9,9,8,9,3
6.0,6.42,6.51,6.47,6.0,6.05,6.48,6.0,1,1,6,0,0,3,0
6.6,6.99,6.54,6.46,6.7,6.6,6.48,6.6,9,1,6,3,3,3,2
6.5,6.4,6.65,6.58,6.93,6.55,6.48,6.5,0,2,7,4,2,3,2
7.6,6.77,6.66,6.63,7.18,7.3,6.78,7.6,6,2,8,6,5,4,6
7.2,6.45,6.54,6.63,7.0,6.53,6.48,7.2,1,1,8,5,2,3,5
6.2,6.49,6.48,6.68,6.2,6.2,6.49,6.2,2,1,9,1,1,3,1
6.5,6.8,6.65,6.68,6.5,6.6,6.48,6.5,7,2,9,3,3,3,2
6.0,6.4,6.65,6.63,6.8,6.7,6.48,6.0,0,2,8,4,3,3,0
6.3,6.34,6.6,6.68,6.3,6.3,6.54,6.3,0,2,9,2,1,3,1
6.1,6.4,6.55,6.68,6.1,6.1,6.35,6.1,0,2,9,1,1,2,1
6.4,6.4,6.63,6.47,6.3,6.15,6.48,6.4,0,2,6,2,1,3,2
6.1,6.44,6.48,6.47,6.4,6.1,6.6,6.13,1,1,6,2,1,3,1
6.9,6.69,6.6,6.63,6.9,6.9,6.8,6.9,5,2,8,4,4,4,4
6.7,6.66,6.41,6.68,6.38,6.23,6.48,6.55,4,1,9,2,1,3,2
6.2,6.45,6.48,6.63,6.53,6.35,6.6,6.2,1,1,8,3,2,3,1
6.6,6.57,6.58,6.63,7.05,6.75,6.81,6.63,3,2,8,5,3,4,3
7.1,6.42,6.43,6.63,6.65,7.1,7.1,7.1,1,1,8,3,5,6,4
6.5,6.61,6.53,6.47,6.2,6.55,6.43,6.5,4,1,6,1,2,2,2
6.0,6.44,6.56,6.63,6.35,6.12,6.48,6.0,1,2,8,2,1,3,0
6.1,6.34,6.47,6.47,6.55,6.45,6.4,6.1,0,1,6,3,2,2,1
7.0,6.53,6.4,6.63,7.0,7.0,6.81,7.0,2,1,8,5,4,4,4
5.9,6.61,6.53,6.47,6.2,6.32,6.48,5.9,4,1,6,1,2,3,0
6.7,6.57,6.56,6.47,6.63,6.7,6.98,6.7,3,2,6,3,3,5,3
6.2,6.4,6.4,6.28,6.43,6.12,6.48,6.2,0,1,3,2,1,3,1
6.8,6.72,6.43,6.47,7.15,7.1,6.6,6.53,5,1,6,5,5,3,2
6.4,6.4,6.42,6.63,6.4,6.4,6.49,6.4,0,1,8,2,2,3,2
7.0,6.61,6.43,6.63,6.27,6.72,6.4,7.0,4,1,8,2,3,2,4
6.6,6.44,6.55,6.63,6.7,6.18,6.48,6.6,1,2,8,3,1,3,2
6.3,6.44,6.41,6.63,6.2,6.3,6.4,6.3,1,1,8,1,1,2,1
6.4,6.62,6.41,6.63,6.38,6.4,6.4,6.4,4,1,8,2,2,2,2
6.1,6.44,6.41,6.63,6.77,6.3,6.54,6.42,1,1,8,4,1,3,2
6.0,6.6,6.65,6.46,5.95,6.37,6.48,6.0,4,2,6,0,2,3,0
6.7,6.5,6.47,6.63,7.08,6.7,6.81,6.43,2,1,8,5,3,4,2
6.1,6.46,6.53,6.28,6.3,6.1,6.48,6.1,1,1,3,2,1,3,1
5.9,6.45,6.41,6.28,6.05,5.9,6.49,5.9,1,1,3,1,0,3,0
6.5,6.58,6.51,6.47,6.4,6.72,6.4,6.5,3,1,6,2,3,2,2
6.3,6.61,6.55,6.47,6.88,6.49,6.48,6.65,4,2,6,4,2,3,3
7.4,6.62,6.63,6.51,6.75,7.2,6.48,7.4,4,2,6,4,5,3,5
5.9,6.58,6.55,6.63,6.2,7.04,6.48,6.77,3,2,8,1,4,3,3
5.9,6.89,6.41,6.63,6.24,6.43,6.49,5.9,8,1,8,1,2,3,0
6.0,6.42,6.55,6.28,5.9,6.0,6.48,6.0,1,2,3,0,0,3,0
5.8,6.42,6.55,6.28,5.9,5.8,6.48,5.8,1,2,3,0,0,3,0
6.3,6.62,6.43,6.47,6.48,6.3,6.49,6.3,4,1,6,2,1,3,1
6.5,6.62,6.62,6.63,6.84,6.63,6.49,6.35,4,2,8,4,3,3,2
7.6,6.44,6.42,6.69,7.6,6.7,6.76,7.6,1,1,9,7,3,4,6
6.5,6.46,6.55,6.47,6.55,6.45,6.68,6.5,1,2,6,3,2,4,2
6.8,6.69,6.47,6.47,6.94,6.8,6.48,6.3,5,1,6,4,3,3,1
6.6,6.45,6.57,6.63,6.43,6.73,6.48,6.6,1,2,8,2,3,3,2
6.9,6.59,6.43,6.47,6.9,6.9,6.49,6.9,3,1,6,4,4,3,4
6.3,6.45,6.43,6.69,6.3,6.7,6.49,6.3,1,1,9,2,3,3,1
6.2,6.42,7.01,6.63,6.62,6.2,6.48,6.05,1,4,8,3,1,3,0
5.9,6.67,6.63,6.51,6.02,6.38,6.48,5.9,5,2,6,0,2,3,0
6.5,6.59,6.55,6.63,7.23,6.5,6.4,6.9,3,2,8,6,2,2,4
6.5,6.4,6.81,6.47,6.86,6.58,6.78,6.5,0,3,6,4,3,4,2
6.5,6.65,6.68,6.63,6.1,6.4,6.49,6.38,4,2,8,1,2,3,2
6.1,6.4,6.65,6.63,6.42,6.45,6.48,6.1,0,2,8,2,2,3,1
7.0,6.6,6.61,6.36,7.08,6.95,6.81,7.15,4,2,5,5,4,4,5
6.3,6.75,6.69,6.63,6.87,6.49,6.48,6.3,6,2,8,4,2,3,1
6.3,6.57,6.56,6.63,6.2,6.45,6.48,6.3,3,2,8,1,2,3,1
6.1,6.42,6.43,6.51,6.1,6.1,6.23,5.97,1,1,6,1,1,1,0
5.9,6.53,6.53,6.47,5.9,6.27,6.48,5.9,2,1,6,0,1,3,0
6.2,6.4,6.55,6.63,6.85,6.1,6.78,6.2,0,2,8,4,1,4,1
5.9,6.34,6.42,6.47,6.0,5.9,6.48,5.9,0,1,6,0,0,3,0
7.7,6.42,6.43,6.63,6.94,6.87,6.78,7.7,1,1,8,4,4,4,7
7.1,6.67,6.65,6.36,6.56,6.45,6.48,7.1,5,2,5,3,2,3,4
6.6,6.4,6.6,6.47,6.75,6.6,6.52,7.15,0,2,6,4,3,3,5
6.4,6.4,6.58,6.63,6.6,6.6,6.81,6.4,0,2,8,3,3,4,2
5.9,6.75,6.4,6.28,5.9,5.9,6.48,6.2,6,1,3,0,0,3,1
7.3,6.69,6.56,6.63,6.66,6.95,6.78,7.3,5,2,8,3,4,4,5
8.2,6.59,6.6,6.68,7.63,7.17,6.49,8.2,3,2,9,7,5,3,8
6.8,6.4,6.6,6.63,7.08,6.62,6.49,6.8,0,2,8,5,3,3,3
6.1,6.49,6.31,6.28,6.1,6.1,6.4,6.6,2,0,3,1,1,2,2
5.8,6.75,6.4,6.47,5.8,5.9,6.48,5.8,6,1,6,0,0,3,0
6.8,6.75,6.55,6.47,6.4,6.78,6.48,6.3,6,2,6,2,3,3,1
6.2,6.45,6.43,6.63,6.2,6.45,6.66,6.2,1,1,8,1,2,4,1
7.3,6.61,6.42,6.63,6.75,6.62,6.6,7.3,4,1,8,4,3,3,5
6.0,6.42,6.58,6.63,6.83,6.0,6.68,6.0,1,2,8,4,0,4,0
6.0,6.4,6.6,6.47,6.0,6.5,6.66,6.65,0,2,6,0,2,4,3
7.1,6.53,6.43,6.69,7.02,6.7,6.78,7.1,2,1,9,5,3,4,4
6.1,6.45,6.56,6.51,6.1,6.1,6.48,6.1,1,2,6,1,1,3,1
6.8,6.53,6.53,6.47,6.58,6.45,6.6,6.8,2,1,6,3,2,3,3
7.2,6.45,6.79,6.63,6.87,7.3,6.6,7.2,1,3,8,4,5,3,5
6.4,6.78,6.68,6.63,6.72,6.45,6.49,6.85,6,2,8,4,2,3,3
7.5,6.42,6.63,6.57,7.2,6.7,6.48,7.5,1,2,7,6,3,3,6
6.5,6.75,6.76,6.63,7.17,7.06,6.66,6.8,6,3,8,5,4,4,3
6.8,6.69,6.57,6.4,6.78,6.27,6.6,6.8,5,2,5,4,1,3,3
7.2,6.65,6.65,6.63,6.85,6.68,6.6,6.77,4,2,8,4,3,3,3
6.8,6.57,6.41,6.63,6.47,6.7,6.6,6.8,3,1,8,2,3,3,3
6.8,6.44,6.6,6.63,6.8,6.8,6.6,6.8,1,2,8,4,3,3,3
6.2,6.4,6.48,6.63,6.2,6.2,6.86,6.4,0,1,8,1,1,5,2
6.4,6.59,6.57,6.68,6.3,6.4,6.48,6.4,3,2,9,2,2,3,2
6.8,6.46,6.31,6.69,6.4,6.7,6.78,6.8,1,0,9,2,3,4,3
7.1,6.72,6.53,6.63,7.23,6.46,6.4,6.57,5,1,8,6,2,2,2
6.7,6.49,6.48,6.47,6.57,6.7,6.8,6.7,2,1,6,3,3,4,3
6.9,6.65,6.47,6.47,6.42,6.78,6.4,6.9,4,1,6,2,3,2,4
6.6,6.4,6.47,6.47,6.6,6.52,6.6,6.7,0,1,6,3,2,3,3
7.3,6.66,6.56,6.63,7.32,6.7,6.78,6.42,4,2,8,6,3,4,2
5.8,6.45,6.4,6.63,5.97,6.43,6.6,5.87,1,1,8,0,2,3,0
5.8,6.5,6.58,6.63,6.8,6.68,6.49,5.8,2,2,8,4,3,3,0
6.6,6.45,6.55,6.63,6.2,6.6,6.4,6.6,1,2,8,1,3,2,2
6.4,6.49,6.61,6.63,6.39,6.42,6.48,6.85,2,2,8,2,2,3,3
6.5,6.44,6.61,6.63,6.5,6.5,6.6,6.5,1,2,8,3,2,3,2
7.3,6.87,6.58,6.51,6.9,6.6,6.48,7.3,8,2,6,4,3,3,5
6.2,6.42,6.58,6.63,6.2,6.2,6.72,6.2,1,2,8,1,1,4,1
6.1,6.4,6.55,6.68,6.1,6.13,6.48,6.45,0,2,9,1,1,3,2
6.6,6.61,6.43,6.47,6.64,6.71,6.48,6.6,4,1,6,3,3,3,2
7.3,6.72,6.53,6.42,6.42,6.38,6.48,7.3,5,1,5,2,2,3,5
6.2,6.75,6.54,6.46,6.75,6.23,6.48,6.2,6,1,6,4,1,3,1
6.3,6.49,6.41,6.63,6.3,6.35,6.7,6.22,2,1,8,2,2,4,1
7.4,6.75,6.65,6.68,7.28,7.5,6.49,6.7,6,2,9,6,6,3,3
6.3,6.42,6.41,6.47,6.8,6.38,6.48,6.3,1,1,6,4,2,3,1
6.5,6.57,6.48,6.63,6.84,6.5,6.49,6.5,3,1,8,4,2,3,2
6.3,6.49,6.61,6.63,6.3,6.52,6.6,6.3,2,2,8,2,2,3,1
7.4,6.53,6.5,6.63,7.4,7.4,6.6,6.65,2,1,8,6,6,3,3
7.2,6.42,6.42,6.69,7.2,6.7,6.6,7.2,1,1,9,6,3,3,5
5.8,6.4,6.61,6.28,6.34,6.25,6.48,5.8,0,2,3,2,1,3,0
6.0,6.4,6.55,6.47,6.0,6.35,6.6,6.03,0,2,6,0,2,3,0
5.8,6.46,6.53,6.63,5.8,6.5,6.49,5.8,1,1,8,0,2,3,0
6.6,6.6,6.55,6.63,6.66,6.4,6.6,6.7,4,2,8,3,2,3,3
6.3,6.4,6.47,6.63,6.3,6.3,6.49,6.3,0,1,8,2,1,3,1
6.3,6.42,6.66,6.63,6.7,6.3,6.54,6.25,1,2,8,3,1,3,1
6.9,6.45,6.41,6.63,6.82,6.32,6.48,6.9,1,1,8,4,2,3,4
7.2,6.72,7.01,6.63,6.62,6.5,6.48,7.2,5,4,8,3,2,3,5
6.2,6.42,6.69,6.68,6.33,6.2,6.46,6.25,1,2,9,2,1,3,1
6.1,6.57,6.57,6.63,6.7,6.8,6.49,6.15,3,2,8,3,3,3,1
7.1,6.58,6.87,6.68,6.73,6.66,6.48,7.1,3,3,9,4,3,3,4
6.2,6.46,6.41,6.47,6.2,6.8,6.49,6.2,1,1,6,1,3,3,1
6.2,6.45,6.47,6.47,6.1,6.15,6.49,6.2,1,1,6,1,1,3,1
6.6,6.42,6.43,6.47,6.37,6.45,6.48,6.65,1,1,6,2,2,3,3
5.8,6.44,6.61,6.47,6.37,6.45,6.48,5.9,1,2,6,2,2,3,0
6.7,6.42,6.43,6.47,6.37,6.42,6.48,6.32,1,1,6,2,2,3,1
7.0,6.53,6.58,6.63,7.09,7.0,6.66,7.0,2,2,8,5,4,4,4
6.4,6.49,6.56,6.47,6.4,6.45,6.48,6.4,2,2,6,2,2,3,2
6.8,6.44,6.66,6.47,7.13,7.0,6.65,6.45,1,2,6,5,4,4,2
5.9,6.53,6.53,6.75,5.9,5.9,6.4,6.65,2,1,9,0,0,2,3
7.2,6.65,6.4,6.63,7.32,7.45,6.6,7.2,4,1,8,6,6,3,5
7.6,6.42,6.79,6.47,7.03,7.0,6.7,7.6,1,3,6,5,4,4,6
7.2,6.61,6.4,6.47,7.2,7.2,6.81,7.2,4,1,6,6,5,4,5
6.8,6.44,6.51,6.63,6.8,6.7,6.48,6.8,1,1,8,4,3,3,3
6.0,6.45,6.53,6.63,5.97,6.4,6.49,6.0,1,1,8,0,2,3,0
6.2,6.44,6.55,6.63,6.25,6.32,6.49,6.2,1,2,8,1,2,3,1
6.3,6.49,6.5,6.47,6.75,6.3,6.52,6.3,2,1,6,4,1,3,1
7.0,6.75,6.69,6.47,7.06,6.38,6.48,7.0,6,2,6,5,2,3,4
6.1,6.53,6.55,6.63,6.74,6.75,6.4,6.1,2,2,8,4,3,2,1
6.5,6.4,6.58,6.63,6.6,6.44,6.4,6.5,0,2,8,3,2,2,2
6.4,6.44,6.41,6.47,6.45,6.34,6.48,6.4,1,1,6,2,2,3,2
7.4,6.49,6.57,6.63,6.62,6.52,6.6,7.4,2,2,8,3,2,3,5
6.8,6.67,6.47,6.63,6.22,6.38,6.4,6.8,5,1,8,1,2,2,3
7.2,6.7,6.43,6.47,6.78,7.2,6.4,7.2,5,1,6,4,5,2,5
6.2,6.4,6.43,6.63,6.4,6.54,6.6,6.42,0,1,8,2,2,3,2
5.8,6.4,6.76,6.36,6.23,6.55,6.78,5.8,0,3,5,1,2,4,0
7.3,6.6,6.65,6.63,7.3,6.85,6.78,7.3,4,2,8,6,4,4,5
6.0,6.42,6.62,6.4,6.58,6.43,6.6,6.15,1,2,5,3,2,3,1
6.1,6.75,6.62,6.46,6.35,5.95,6.49,6.1,6,2,6,2,0,3,1
6.8,6.4,6.56,6.63,6.8,6.8,6.98,6.8,0,2,8,4,3,5,3
6.3,6.45,6.55,6.63,6.1,6.66,6.48,6.3,1,2,8,1,3,3,1
6.0,6.59,6.41,6.63,6.26,6.0,6.4,6.05,3,1,8,2,0,2,0
7.3,6.75,6.53,6.47,7.3,7.3,6.68,7.3,6,1,6,6,5,4,5
7.5,6.58,6.66,6.63,7.22,7.26,7.01,7.5,3,2,8,6,5,6,6
6.3,6.42,6.57,6.63,6.3,6.58,6.49,6.3,1,2,8,2,3,3,1
6.0,6.49,6.61,6.47,6.48,6.11,6.48,6.0,2,2,6,2,1,3,0
7.5,6.59,6.63,6.63,7.58,7.35,6.66,7.5,3,2,8,7,5,4,6
6.0,6.65,6.48,6.4,6.0,6.23,6.48,6.0,4,1,5,0,1,3,0
6.9,6.44,6.53,6.47,6.9,6.9,6.6,6.9,1,1,6,4,4,3,4
5.8,6.45,6.48,6.63,5.8,5.9,6.48,5.8,1,1,8,0,0,3,0
6.6,6.49,6.58,6.47,6.55,6.72,6.48,6.6,2,2,6,3,3,3,2
6.4,6.45,6.43,6.63,6.4,6.4,6.48,6.4,1,1,8,2,2,3,2
7.1,6.4,6.65,6.63,6.68,6.63,6.49,7.1,0,2,8,3,3,3,4
6.2,6.57,6.58,6.57,6.23,6.2,6.78,6.25,3,2,7,1,1,4,1
6.6,6.44,6.43,6.63,6.6,6.6,6.71,6.75,1,1,8,3,3,4,3
6.6,6.56,6.43,6.63,6.3,6.52,6.4,6.6,3,1,8,2,2,2,2
6.3,6.69,6.41,6.63,6.52,6.23,6.4,6.3,5,1,8,3,1,2,1
6.4,6.56,6.51,6.63,6.66,6.4,6.6,6.4,3,1,8,3,2,3,2
6.0,6.58,6.41,6.63,6.0,6.0,6.48,6.0,3,1,8,0,0,3,0
6.5,6.4,6.61,6.4,6.34,6.3,6.48,6.5,0,2,5,2,1,3,2
7.5,6.61,6.55,6.47,6.97,6.95,6.6,7.5,4,2,6,5,4,3,6
5.9,6.53,6.4,6.47,7.0,6.66,6.48,5.9,2,1,6,5,3,3,0
7.0,6.46,6.69,6.47,7.15,6.83,6.68,7.0,1,2,6,5,3,4,4
6.9,6.78,6.63,6.46,6.7,6.4,6.48,6.3,6,2,6,3,2,3,1
6.8,6.77,6.66,6.63,6.55,6.65,6.48,6.8,6,2,8,3,3,3,3
6.3,6.57,6.47,6.63,6.64,6.2,6.72,6.5,3,1,8,3,1,4,2
6.3,6.8,6.6,6.42,6.3,6.3,6.48,6.3,7,2,5,2,1,3,1
6.4,6.7,6.47,6.51,6.22,6.4,6.4,6.4,5,1,6,1,2,2,2
6.3,6.5,6.5,6.63,6.3,6.44,6.48,6.55,2,1,8,2,2,3,2
5.8,6.4,6.43,6.63,5.85,6.42,6.48,6.35,0,1,8,0,2,3,2
6.8,6.4,6.63,6.63,6.73,6.7,6.48,6.8,0,2,8,4,3,3,3
5.9,6.46,6.58,6.63,5.85,5.9,6.48,5.9,1,2,8,0,0,3,0
6.0,6.4,6.58,6.36,6.0,6.0,6.7,6.1,0,2,5,0,0,4,1
7.5,6.42,6.81,6.47,6.8,6.5,6.66,7.5,1,3,6,4,2,4,6
6.2,6.58,6.43,6.47,6.2,6.2,6.48,6.2,3,1,6,1,1,3,1
6.8,6.91,6.62,6.47,6.8,7.06,6.6,6.8,8,2,6,4,4,3,3
6.5,6.4,6.61,6.47,6.15,6.5,6.48,6.5,0,2,6,1,2,3,2
7.0,6.91,6.43,6.47,7.07,7.0,6.48,6.6,8,1,6,5,4,3,2
6.3,6.42,6.69,6.63,6.55,6.7,6.48,6.3,1,2,8,3,3,3,1
6.2,6.4,6.4,6.46,6.2,6.2,6.76,6.13,0,1,6,1,1,4,1
5.9,6.45,6.41,6.51,6.3,6.3,6.48,5.9,1,1,6,2,1,3,0
6.1,6.42,6.55,6.47,6.1,6.55,6.52,6.1,1,2,6,1,2,3,1
7.0,6.56,6.41,6.47,7.0,7.0,6.52,7.0,3,1,6,5,4,3,4
6.3,6.61,6.6,6.63,6.85,6.58,6.48,6.8,4,2,8,4,3,3,3
6.2,6.49,6.43,6.63,6.28,6.64,6.48,6.4,2,1,8,2,3,3,2
6.0,6.58,6.62,6.63,6.54,6.41,6.48,6.0,3,2,8,3,2,3,0
5.8,6.4,6.55,6.63,6.45,6.45,6.48,5.8,0,2,8,2,2,3,0
7.9,6.77,6.69,6.42,6.93,7.9,6.48,7.9,6,2,5,4,8,3,7
6.5,6.62,6.56,6.47,6.17,6.46,6.48,6.85,4,2,6,1,2,3,3
6.2,6.46,6.47,6.46,6.7,6.4,6.6,6.2,1,1,6,3,2,3,1
6.5,6.4,6.81,6.42,6.62,6.5,6.48,6.5,0,3,5,3,2,3,2
7.7,6.4,6.58,6.63,7.0,6.82,6.76,7.7,0,2,8,5,3,4,7
6.1,6.62,6.43,6.63,6.1,6.5,6.48,6.35,4,1,8,1,2,3,2
7.1,6.57,6.47,6.63,6.53,6.83,6.66,7.1,3,1,8,3,3,4,4
6.1,6.58,6.47,6.47,6.77,6.11,6.48,6.1,3,1,6,4,1,3,1
6.8,6.7,6.51,6.63,7.03,6.53,6.49,6.8,5,1,8,5,2,3,3
6.0,6.42,6.43,6.63,6.2,6.0,6.4,6.0,1,1,8,1,0,2,0
6.1,6.42,6.61,6.47,6.3,6.28,6.4,6.55,1,2,6,2,1,2,2
6.0,6.45,6.41,6.63,6.0,6.0,6.4,6.0,1,1,8,0,0,2,0
6.4,6.42,6.65,6.63,6.4,6.63,6.48,6.4,1,2,8,2,3,3,2
6.9,6.44,6.42,6.63,6.9,6.45,6.6,6.6,1,1,8,4,2,3,2
6.9,6.57,6.51,6.4,6.78,6.9,7.23,6.9,3,1,5,4,4,7,4
7.7,6.71,6.55,6.63,6.75,7.09,6.72,7.7,5,2,8,4,4,4,7
6.3,6.58,6.54,6.63,6.47,6.2,6.4,6.5,3,1,8,2,1,2,2
8.1,6.99,6.69,6.51,8.1,8.1,6.49,8.1,9,2,6,9,8,3,8
7.4,6.99,6.61,6.36,7.28,7.15,6.48,7.4,9,2,5,6,5,3,5
6.1,6.45,6.63,6.47,6.02,6.05,6.48,6.1,1,2,6,0,0,3,1
6.1,6.58,6.43,6.47,6.2,6.07,6.49,6.1,3,1,6,1,1,3,1
6.0,6.34,6.54,6.47,6.0,6.35,6.66,6.0,0,1,6,0,2,4,0
6.5,6.57,6.62,6.63,7.15,6.5,6.6,6.2,3,2,8,5,2,3,1
6.5,6.45,6.4,6.63,6.5,6.5,6.4,6.9,1,1,8,3,2,2,4
6.6,6.59,7.05,6.63,6.82,6.93,6.48,6.6,3,4,8,4,4,3,2
6.0,6.5,6.6,6.51,6.81,6.34,6.49,6.0,2,2,6,4,2,3,0
7.1,6.7,6.47,6.42,6.82,6.9,6.48,7.1,5,1,5,4,4,3,4
6.8,6.46,6.63,6.46,7.06,6.44,6.48,6.8,1,2,6,5,2,3,3
6.3,6.4,6.47,6.47,6.3,6.5,6.48,6.3,0,1,6,2,2,3,1
6.2,6.5,6.63,6.42,6.24,6.25,6.48,6.2,2,2,5,1,1,3,1
6.3,6.42,6.57,6.63,6.42,6.3,6.6,6.3,1,2,8,2,1,3,1
6.7,6.49,6.56,6.63,6.7,6.7,6.46,6.7,2,2,8,3,3,3,3
6.3,6.45,6.31,6.63,6.3,6.55,6.4,6.35,1,0,8,2,2,2,2
7.2,6.44,6.53,6.75,6.7,6.7,6.4,7.2,1,1,9,3,3,2,5
7.1,6.42,6.55,6.63,7.1,6.6,6.72,6.8,1,2,8,5,3,4,3
6.0,6.42,6.42,6.47,6.0,6.0,6.6,6.35,1,1,6,0,0,3,2
6.3,6.49,6.6,6.47,6.17,6.12,6.49,6.3,2,2,6,1,1,3,1
6.4,6.56,6.4,6.63,6.03,6.47,6.49,6.4,3,1,8,1,2,3,2
6.7,6.69,6.47,6.63,7.08,7.18,6.81,6.3,5,1,8,5,5,4,1
6.3,6.67,6.6,6.36,6.03,6.41,6.48,6.8,5,2,5,1,2,3,3
6.2,6.49,6.66,6.36,6.2,6.41,6.48,6.2,2,2,5,1,2,3,1
7.0,6.4,6.58,6.63,6.8,6.59,6.66,7.0,0,2,8,4,3,4,4
6.6,6.42,6.64,6.63,6.6,6.6,6.48,6.6,1,2,8,3,3,3,2
7.5,6.61,6.43,6.63,6.74,6.62,6.4,7.5,4,1,8,4,3,2,6
7.3,6.61,6.6,6.47,7.13,7.0,6.65,7.1,4,2,6,5,4,4,4
7.3,6.77,6.51,6.63,6.9,6.58,6.48,7.3,6,1,8,4,3,3,5
5.9,6.69,6.54,6.46,7.27,7.04,6.72,5.9,5,1,6,6,4,4,0
6.6,6.59,6.47,6.63,6.52,6.9,6.4,6.6,3,1,8,3,4,2,2
5.9,6.4,6.4,6.63,6.15,6.4,6.6,6.1,0,1,8,1,2,3,1
7.3,6.87,6.63,6.63,7.14,7.3,7.23,6.7,8,2,8,5,5,7,3
6.4,6.42,6.56,6.47,6.45,6.7,6.48,6.5,1,2,6,2,3,3,2
6.1,6.65,6.63,6.63,6.39,6.44,6.48,6.1,4,2,8,2,2,3,1
6.3,6.58,6.63,6.63,6.3,6.1,6.48,6.2,3,2,8,2,1,3,1
6.2,6.91,6.51,6.28,6.2,6.2,6.49,6.23,8,1,3,1,1,3,1
6.7,6.6,6.42,6.47,6.35,6.7,6.52,6.4,4,1,6,2,3,3,2
6.4,6.61,6.41,6.36,6.6,6.3,6.56,6.4,4,1,5,3,1,3,2
7.3,6.58,6.62,6.63,7.09,6.53,6.66,7.3,3,2,8,5,2,4,5
6.2,6.4,6.47,6.63,6.41,6.6,6.4,6.2,0,1,8,2,3,2,1
8.0,6.65,6.62,6.63,7.08,7.18,6.81,8.0,4,2,8,5,5,4,8
5.9,6.66,6.31,6.36,5.9,6.68,6.48,5.9,4,0,5,0,3,3,0
5.8,6.34,6.43,6.46,5.8,6.2,6.48,5.8,0,1,6,0,1,3,0
6.8,6.49,6.43,6.63,6.8,6.95,6.6,6.8,2,1,8,4,4,3,3
7.3,6.42,6.56,6.42,7.17,6.52,6.48,7.3,1,2,5,5,2,3,5
6.4,6.45,6.43,6.63,6.4,6.4,6.4,6.6,1,1,8,2,2,2,2
6.4,6.61,6.47,6.63,6.04,6.6,6.49,6.4,4,1,8,1,3,3,2
6.8,6.89,6.81,6.63,6.59,6.8,6.66,6.3,8,3,8,3,3,4,1
6.0,6.45,6.55,6.63,6.1,6.67,6.48,6.6,1,2,8,1,3,3,2
6.3,6.42,6.66,6.63,6.57,6.5,6.48,6.5,1,2,8,3,2,3,2
6.5,6.56,6.41,6.63,6.3,6.84,6.4,6.75,3,1,8,2,4,2,3
